School name,Region,District,Adress,Number students,Number teachers,Student teacher ratio,2010 - Type,2010 Cost,2011 Type,2011 Cost,2012 Type,2012 Cost,2013 Type,2013 Cost,2014 Type,2014 Cost
სსიპ - ქარელის მუნიციპალიტეტის სოფელ აბანოს საჯარო სკოლა,შიდა ქართლი,ქარელი,სოფელი აბანო,44,16,2.75,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",მშენებლობა,"["" ხელშეკრულების თანხა "", "" 1,439,800.00 ""]",მშენებლობა,"["" ხელშეკრულების თანხა "", "" 1,439,800.00 ""]"
სსიპ - ქარელის მუნიციპალიტეტის სოფელ აბისის საჯარო სკოლა,შიდა ქართლი,ქარელი,სოფელი აბისი,68,20,3.4,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქარელის მუნიციპალიტეტის სოფელ ავლევის საჯარო სკოლა,შიდა ქართლი,ქარელი,სოფელი ავლევი,21,9,2.33,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 10,100.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქარელის მუნიციპალიტეტის სოფელ ატოცის საჯარო სკოლა,შიდა ქართლი,ქარელი,სოფელი ატოცი,51,19,2.68,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქარელის მუნიციპალიტეტის სოფელ ახალსოფლის საჯარო სკოლა,შიდა ქართლი,ქარელი,სოფ. ახალსოფელი,111,19,5.84,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 30,794.70 ""]",,,რეაბილიტაცია,"["" თანხა "", ""53,141.56""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 57,723.54 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 57,723.54 ""]"
სსიპ - ქარელის მუნიციპალიტეტის სოფელ ბებნისის საჯარო სკოლა,შიდა ქართლი,ქარელი,სოფელი ბებნისი,177,23,7.7,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქარელის მუნიციპალიტეტის სოფელ ბერძენაულის საჯარო სკოლა,შიდა ქართლი,ქარელი,სოფელი ბერძენაული,83,23,3.61,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქარელის მუნიციპალიტეტის სოფელ ბრეთის მეურნეობის საჯარო სკოლა,შიდა ქართლი,ქარელი,სოფელი ბრეთის მეურნეობა,94,23,4.09,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 8,533.12 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 8,533.12 ""]"
სსიპ - ქარელის მუნიციპალიტეტის სოფელ ბრეთის საჯარო სკოლა,შიდა ქართლი,ქარელი,სოფელი ბრეთა,102,22,4.64,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 116,291.24 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 116,291.24 ""]"
სსიპ - ქარელის მუნიციპალიტეტის სოფელ ბრეძის საჯარო სკოლა,შიდა ქართლი,ქარელი,სოფ ბრეძა,39,19,2.05,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 7,100.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
